book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
2197,50798,50798,41342119,202,486452433,9780486452430.0,Thomas Hardy,1895.0,Jude the Obscure,Jude the Obscure,en-US,3.8,44873,50290,2304,2197,4053,11124,17004,15912,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2208,16001893,16001893,21763760,39,,9781301716720.0,M. Leighton,2013.0,Down to You,"Down to You (The Bad Boys, #1)",eng,4.05,59221,62467,3286,1078,2904,11881,22630,23974,https://images.gr-assets.com/books/1347544660m/16001893.jpg,https://images.gr-assets.com/books/1347544660s/16001893.jpg,0
2209,569564,569564,3000541,828,517053616,9780517053610.0,William Shakespeare,1623.0,The Complete Works,The Complete Works,eng,4.49,39503,46010,726,448,695,4279,10908,29680,https://images.gr-assets.com/books/1327884293m/569564.jpg,https://images.gr-assets.com/books/1327884293s/569564.jpg,0
2240,5517,5517,3154525,56,375508333,9780375508330.0,Lorraine Hansberry,1959.0,A Raisin in the Sun,A Raisin in the Sun,,3.72,44237,50909,2052,1278,4480,14213,18335,12603,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2257,14940,14940,461400,70,451218590,9780451218600.0,Edward Albee,1962.0,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,eng,4.09,45045,48063,1096,761,2266,8889,16237,19910,https://images.gr-assets.com/books/1327962277m/14940.jpg,https://images.gr-assets.com/books/1327962277s/14940.jpg,0
2286,16640,16640,746264,429,812969901,9780812969900.0,"Johann Wolfgang von Goethe, Burton Pike",1774.0,Die Leiden des jungen Werthers,The Sorrows of Young Werther,eng,3.63,37293,53664,2541,2485,5787,14517,17330,13545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2297,14706,14706,16721,260,553213482,9780553213480.0,"Johann Wolfgang von Goethe, Peter Salm",1808.0,Faust. Eine Tragödie,Faust: First Part,eng,3.93,43276,48935,815,881,3226,11099,16802,16927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2298,296662,296662,15653,22,684818868,9780684818860.0,James W. Loewen,1995.0,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,Lies My Teacher Told Me,eng,3.96,37903,41542,2240,835,2139,8915,15812,13841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2304,46165,46165,2520849,607,684843781,9780684843780.0,F. Scott Fitzgerald,1920.0,This Side of Paradise,This Side of Paradise,eng,3.68,40074,47633,2777,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2314,10979,10979,1595500,136,679732268,9780679732270.0,William Faulkner,1932.0,Light in August,Light in August,en-US,3.93,42101,44421,1948,1258,2863,9000,15803,15497,https://images.gr-assets.com/books/1355360091m/10979.jpg,https://images.gr-assets.com/books/1355360091s/10979.jpg,0
2336,99944,99944,1492580,596,140449183,9780140449180.0,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400.0,भगवद्गीता [Bhagavadgītā],The Bhagavad Gita,eng,4.1,33225,42094,1316,1009,2097,7686,12170,19132,https://images.gr-assets.com/books/1383059639m/99944.jpg,https://images.gr-assets.com/books/1383059639s/99944.jpg,0
2339,5114,5114,1839410,89,316766941,9780316766940.0,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction","Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,4.11,36751,40410,1373,360,1483,7692,14592,16283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2342,12321,12321,338580,658,014044923X,9780140449240.0,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,Beyond Good and Evil,eng,4.01,37181,43322,1080,841,2112,8750,15897,15722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2365,261240,261240,1405544,98,1594561869,9781594561860.0,Edgar Allan Poe,1846.0,The Cask of Amontillado,The Cask of Amontillado,eng,4.09,48364,50207,924,413,1928,9964,18501,19401,https://images.gr-assets.com/books/1327936575m/261240.jpg,https://images.gr-assets.com/books/1327936575s/261240.jpg,0
2366,1715,1715,2870411,437,014044789X,9780140447900.0,"Ovid, David Raeburn, Denis Feeney",8.0,Metamorphoses,Metamorphoses,eng,4.03,42590,47948,1121,680,2239,10119,16766,18144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2380,72159,72159,69862,67,811216012,9780811216010.0,Tennessee Williams,1955.0,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,eng,4.07,43781,45995,726,526,1855,8915,17075,17624,https://images.gr-assets.com/books/1389369390m/72159.jpg,https://images.gr-assets.com/books/1389369390s/72159.jpg,0
2408,73968,73968,816372,114,380017601,9780380017610.0,Erich Segal,1970.0,Love Story,"Love Story (Love Story, #1)",,3.6,41177,44679,2237,1796,5239,12807,13839,10998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2437,15784909,15784909,21502991,22,,,Colleen Hoover,2013.0,This Girl,"This Girl (Slammed, #3)",eng,4.18,58808,61186,5787,913,2706,9851,18712,29004,https://images.gr-assets.com/books/1364326075m/15784909.jpg,https://images.gr-assets.com/books/1364326075s/15784909.jpg,0
2466,400412,400412,15306654,65,015694877X,9780156948780.0,T.S. Eliot,1922.0,The Waste Land and Other Poems,The Waste Land and Other Poems,en-US,4.23,38462,41178,618,645,1395,6067,12798,20273,https://images.gr-assets.com/books/1372992691m/400412.jpg,https://images.gr-assets.com/books/1372992691s/400412.jpg,0
2473,7497897,7497897,9657002,22,1601422210,9781601422220.0,David Platt,2010.0,,Radical: Taking Back Your Faith from the American Dream,eng,4.18,36326,37317,1669,661,1563,5711,11742,17640,https://images.gr-assets.com/books/1333580811m/7497897.jpg,https://images.gr-assets.com/books/1333580811s/7497897.jpg,0
2508,11346,11346,3207953,72,452283868,9780452283860.0,Toni Morrison,1973.0,Sula,Sula,en-US,3.86,37196,42187,2324,756,2441,10601,16513,11876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2544,18525,18525,756664,371,486282082,9780486282080.0,Christopher Marlowe,1604.0,The Tragical History of the Life and Death of Doctor Faustus,Dr. Faustus,eng,3.79,39518,45003,1126,774,3448,12430,16245,12106,https://images.gr-assets.com/books/1392156779m/18525.jpg,https://images.gr-assets.com/books/1392156779s/18525.jpg,0
2562,15783307,15783307,21500353,13,,,J. Sterling,2012.0,The Perfect Game,"The Perfect Game (The Perfect Game, #1)",eng,3.97,50442,52594,2982,1784,3105,10113,17664,19928,https://images.gr-assets.com/books/1345824139m/15783307.jpg,https://images.gr-assets.com/books/1345824139s/15783307.jpg,0
2578,5197,5197,950736,39,375702709,9780375702710.0,Ernest J. Gaines,1993.0,A Lesson Before Dying,A Lesson Before Dying,en-US,3.93,40651,42113,2565,634,2319,9793,16119,13248,https://images.gr-assets.com/books/1405866945m/5197.jpg,https://images.gr-assets.com/books/1405866945s/5197.jpg,0
2627,6260997,6260997,6444203,28,307267148,9780307267150.0,"Nicholas D. Kristof, Sheryl WuDunn",2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,4.31,37270,40427,4627,441,1098,5050,12776,21062,https://images.gr-assets.com/books/1320486170m/6260997.jpg,https://images.gr-assets.com/books/1320486170s/6260997.jpg,0
2662,544257,544257,531546,42,451222385,9780451222380.0,Rachel Caine,2007.0,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",eng,4.11,49083,51853,1363,721,2084,10100,16566,22382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2671,41977,41977,3152550,82,99498596,9780099498600.0,Maeve Binchy,1990.0,Circle of Friends,Circle of Friends,eng,4.0,43936,47875,1469,381,1670,10917,19654,15253,https://images.gr-assets.com/books/1342486126m/41977.jpg,https://images.gr-assets.com/books/1342486126s/41977.jpg,0
2680,52309,52309,598905,834,743255062,9780743255070.0,"Benjamin Franklin, Lewis Leary",1791.0,,The Autobiography of Benjamin Franklin,eng,3.83,33061,43113,2159,1482,2925,10378,15150,13178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2692,18104607,18104607,25423130,41,,,Jamie McGuire,2014.0,Beautiful Oblivion,"Beautiful Oblivion (The Maddox Brothers, #1)",eng,4.13,54391,58308,6034,944,2685,9691,19581,25407,https://images.gr-assets.com/books/1398284779m/18104607.jpg,https://images.gr-assets.com/books/1398284779s/18104607.jpg,0
2698,9809,9809,68476,125,156453800,9780156453810.0,"Italo Calvino, William Weaver",1972.0,Le città invisibili,Invisible Cities,eng,4.19,32253,39121,2844,462,1614,5967,13026,18052,https://images.gr-assets.com/books/1468623303m/9809.jpg,https://images.gr-assets.com/books/1468623303s/9809.jpg,0
2699,11096647,11096647,16018629,27,,,Jessica Park,2011.0,Flat-Out Love,"Flat-Out Love (Flat-Out Love, #1)",eng,4.01,47644,51947,5104,1237,2838,9609,18808,19455,https://images.gr-assets.com/books/1333821470m/11096647.jpg,https://images.gr-assets.com/books/1333821470s/11096647.jpg,0
2724,27323,27323,1014091,102,679721037,9780679721030.0,John Hersey,1946.0,Hiroshima,Hiroshima,eng,3.94,41338,43336,2062,738,2184,9825,16758,13831,https://images.gr-assets.com/books/1499717742m/27323.jpg,https://images.gr-assets.com/books/1499717742s/27323.jpg,0
2732,18414,18414,2798280,810,140449108,9780140449100.0,"Thomas More, Paul Turner",1516.0,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Utopia,eng,3.5,36680,44234,1887,1177,5222,15801,14313,7721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2763,752900,752900,2936587,304,486275485,9780486275480.0,"Euripides, Rex Warner",-431.0,Mήδεια,Medea,en-GB,3.83,40237,42957,1037,709,3123,11554,14888,12683,https://images.gr-assets.com/books/1328868366m/752900.jpg,https://images.gr-assets.com/books/1328868366s/752900.jpg,0
2776,13496738,13496738,19040270,23,,,Abbi Glines,2012.0,While It Lasts,"While It Lasts (Sea Breeze, #3)",eng,4.24,49620,51999,2236,419,1371,7547,18393,24269,https://images.gr-assets.com/books/1332261619m/13496738.jpg,https://images.gr-assets.com/books/1332261619s/13496738.jpg,0
2778,1672727,1672727,1667738,17,1416913184,9781416913180.0,Lauren Barnholdt,2007.0,Two-Way Street,Two-Way Street,,3.8,42028,42774,1848,1186,3709,11189,13153,13537,https://images.gr-assets.com/books/1381750633m/1672727.jpg,https://images.gr-assets.com/books/1381750633s/1672727.jpg,0
2806,9912,9912,814440,68,067978148X,9780679781490.0,Bret Easton Ellis,1987.0,The Rules of Attraction,The Rules of Attraction,eng,3.71,29456,32395,1102,699,2615,9441,12328,7312,https://images.gr-assets.com/books/1468426907m/9912.jpg,https://images.gr-assets.com/books/1468426907s/9912.jpg,0
2809,44597,25622780,142647,97,140274219,9780140274220.0,Jean Rhys,1966.0,Wide Sargasso Sea,Wide Sargasso Sea,eng,3.56,21053,45338,3625,1715,5110,13735,15418,9360,https://images.gr-assets.com/books/1327870846m/44597.jpg,https://images.gr-assets.com/books/1327870846s/44597.jpg,0
2826,17983690,17983690,25216800,42,1743342373,9781743342370.0,Kylie Scott,2013.0,Lick,"Lick (Stage Dive, #1)",eng,4.15,54585,64019,5374,815,2203,10197,24238,26566,https://images.gr-assets.com/books/1421855031m/17983690.jpg,https://images.gr-assets.com/books/1421855031s/17983690.jpg,0
2846,5344,5344,6751955,773,321107217,9780321107210.0,Charles Dickens,1854.0,Hard Times: For These Times,Hard Times,eng,3.5,34675,42170,2098,1604,4753,14259,13967,7587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2869,11438,11438,2739837,72,679723056,9780679723060.0,Raymond Carver,1981.0,What We Talk About When We Talk About Love: Stories,What We Talk About When We Talk About Love,eng,4.22,29807,33517,2056,330,1099,4670,12177,15241,https://images.gr-assets.com/books/1475474209m/11438.jpg,https://images.gr-assets.com/books/1475474209s/11438.jpg,0
2876,18879761,18879761,26881966,54,451471474,9780451471480.0,Gayle Forman,2015.0,I Was Here,I Was Here,eng,3.78,38196,42970,5386,854,2828,12095,16301,10892,https://images.gr-assets.com/books/1405960366m/18879761.jpg,https://images.gr-assets.com/books/1405960366s/18879761.jpg,0
2952,20564,20564,3277447,529,141439629,9780141439620.0,"George Eliot, A.S. Byatt",1860.0,The Mill on the Floss,The Mill on the Floss,eng,3.77,36017,38983,1424,1205,3019,10102,13708,10949,https://images.gr-assets.com/books/1394285531m/20564.jpg,https://images.gr-assets.com/books/1394285531s/20564.jpg,0
2972,15748898,17348308,21441527,30,1478322306,9781478322310.0,Chelsea M. Cameron,2012.0,My Favorite Mistake,"My Favorite Mistake (My Favorite Mistake, #1)",en-US,4.01,30177,51892,2371,1064,2578,10251,19032,18967,https://images.gr-assets.com/books/1361713404m/15748898.jpg,https://images.gr-assets.com/books/1361713404s/15748898.jpg,0
2993,6219656,6219656,15161007,25,1563127873,9781563127880.0,Shirley Jackson,1948.0,The Lottery,The Lottery,eng,4.09,38448,40031,1615,535,1669,7411,14322,16094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3004,15757434,15757434,21450735,17,,2940014979630.0,Nicole  Williams,2012.0,Crash,"Crash (Crash, #1)",eng,4.02,49133,54383,3120,1409,2833,10080,19110,20951,https://images.gr-assets.com/books/1342588706m/15757434.jpg,https://images.gr-assets.com/books/1342588706s/15757434.jpg,0
3022,3049,3049,2954048,193,451528182,9780451528190.0,"Unknown, Burton Raffel, Neil D. Isaacs",1390.0,Gawayn and þe Grene Knyȝt,Sir Gawain and the Green Knight ,,3.68,36477,42642,1159,726,3617,13667,15046,9586,https://images.gr-assets.com/books/1309282183m/3049.jpg,https://images.gr-assets.com/books/1309282183s/3049.jpg,0
3024,214614,214614,234706,37,345326490,9780345326490.0,Edward Abbey,1968.0,Desert Solitaire,Desert Solitaire,en-US,4.22,27723,29658,1826,469,1021,4255,9676,14237,https://images.gr-assets.com/books/1399583343m/214614.jpg,https://images.gr-assets.com/books/1399583343s/214614.jpg,0
3037,899492,899492,19034527,151,871917726,9780871917720.0,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843.0,The Tell-Tale Heart,The Tell-Tale Heart,eng,4.22,33704,39717,1077,282,1055,6348,14044,17988,https://images.gr-assets.com/books/1317724096m/899492.jpg,https://images.gr-assets.com/books/1317724096s/899492.jpg,0
3040,13146214,13146214,18323697,32,,,Abbi Glines,2012.0,Because of Low,"Because of Low (Sea Breeze, #2)",eng,4.14,48344,50782,2196,428,1672,8782,19344,20556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3077,732562,732562,678243,303,486223051,9780486223060.0,"Samuel Taylor Coleridge, Gustave Doré",1798.0,The Rime of the Ancient Mariner,The Rime of the Ancient Mariner,eng,3.93,37299,39669,713,706,2618,9315,13212,13818,https://images.gr-assets.com/books/1436976206m/732562.jpg,https://images.gr-assets.com/books/1436976206s/732562.jpg,0
3126,4625,4625,8238,63,684843323,9780684843320.0,Ernest Hemingway,1925.0,The Complete Short Stories of Ernest Hemingway,The Complete Short Stories,en-US,4.28,28129,30304,684,388,770,3779,10307,15060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3139,226378,226378,166902,317,014044176X,9780140441760.0,"Mikhail Lermontov, Paul Foote",1840.0,Герой нашего времени,A Hero of Our Time,eng,4.11,29747,33953,983,499,1558,6234,11100,14562,https://images.gr-assets.com/books/1344023178m/226378.jpg,https://images.gr-assets.com/books/1344023178s/226378.jpg,0
3145,17448960,17448960,24333050,27,,2940016356940.0,Jasinda Wilder,2013.0,Falling Into You,"Falling into You (Falling, #1)",eng,4.04,43246,48373,4232,1103,2498,8616,17101,19055,https://images.gr-assets.com/books/1363055080m/17448960.jpg,https://images.gr-assets.com/books/1363055080s/17448960.jpg,0
3176,261122,261122,253091,47,451220897,9780451220900.0,Rachel Caine,2007.0,The Dead Girls' Dance,"The Dead Girls' Dance (The Morganville Vampires, #2)",eng,4.06,46247,49499,1758,736,2273,10253,16301,19936,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3181,32525,32525,1166071,46,155050907,9780155050910.0,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926.0,Art Through the Ages,Art Through the Ages ,eng,3.84,23738,26181,136,1805,1934,5154,7003,10285,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3192,18528454,18528454,26234107,37,1476759545,9781476759550.0,Jamie McGuire,2013.0,A Beautiful Wedding,"A Beautiful Wedding (Beautiful, #2.5)",eng,4.08,41359,47475,3241,752,2472,9202,14978,20071,https://images.gr-assets.com/books/1384555141m/18528454.jpg,https://images.gr-assets.com/books/1384555141s/18528454.jpg,0
3237,25354,25354,51364,34,452287057,9780452287050.0,Dorothy Allison,1992.0,Bastard Out of Carolina,Bastard Out of Carolina,eng,4.09,27358,32549,2173,434,1236,5699,12861,12319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3256,27037,27037,1427207,843,192833723,9780192833720.0,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397.0,Confessiones Sancti Patris nostri Augustini,Confessions,,3.88,25674,33636,1554,1163,2513,7408,10523,12029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3297,17202452,17202452,23678657,31,098836946X,9780988369470.0,Monica  Murphy,2013.0,One Week Girlfriend,"One Week Girlfriend (One Week Girlfriend, #1)",eng,3.94,44678,48199,3191,1017,2697,10157,18429,15899,https://images.gr-assets.com/books/1361553462m/17202452.jpg,https://images.gr-assets.com/books/1361553462s/17202452.jpg,0
3310,497164,497164,799260,64,374521344,9780374521350.0,"Roland Barthes, Richard Howard",1980.0,La chambre claire. Note sur la photographie,Camera Lucida: Reflections on Photography,,3.92,26754,28476,413,1191,2000,5810,8269,11206,https://images.gr-assets.com/books/1312018081m/497164.jpg,https://images.gr-assets.com/books/1312018081s/497164.jpg,0
3321,7805,7805,1222661,94,141185260,9780141185260.0,Vladimir Nabokov,1962.0,Pale Fire,Pale Fire,eng,4.19,26377,30819,1865,610,1328,4507,9431,14943,https://images.gr-assets.com/books/1388155863m/7805.jpg,https://images.gr-assets.com/books/1388155863s/7805.jpg,0
3326,5212771,5212771,5280008,38,451227190,9780451227200.0,Rachel Caine,2009.0,Carpe Corpus,"Carpe Corpus (The Morganville Vampires, #6)",eng,4.21,41536,43570,937,452,1381,7418,13655,20664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3336,2295829,2295829,2302138,41,451224639,9780451224640.0,Rachel Caine,2008.0,Feast of Fools,"Feast of Fools (The Morganville Vampires, #4)",eng,4.17,43435,45953,1227,446,1547,8457,14841,20662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3342,11987,11987,855563,35,679733736,9780679733740.0,"Albert Camus, Justin O'Brien",1942.0,Le Mythe de Sisyphe,The Myth of Sisyphus and Other Essays,eng,4.18,30221,30895,797,268,912,4970,11489,13256,https://images.gr-assets.com/books/1401656886m/11987.jpg,https://images.gr-assets.com/books/1401656886s/11987.jpg,0
3344,12204,12204,14527,64,486275507,9780486275500.0,Robert Frost,1916.0,Mountain Interval,The Road Not Taken and Other Poems,,4.27,30193,31403,275,274,742,4748,10263,15376,https://images.gr-assets.com/books/1415677882m/12204.jpg,https://images.gr-assets.com/books/1415677882s/12204.jpg,0
3349,6174,6174,851110,134,684826801,9780684826810.0,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0,Se questo è un uomo,Survival in Auschwitz,eng,4.28,25625,32801,1182,354,802,4436,11061,16148,https://images.gr-assets.com/books/1414374949m/6174.jpg,https://images.gr-assets.com/books/1414374949s/6174.jpg,0
3364,205476,205476,3119231,48,60512636,9780060512640.0,"Thornton Wilder, Donald Margulies, Tappan Wilder",1938.0,Our Town: A Play in Three Acts,Our Town,eng,3.63,35296,36824,1231,1448,4106,10490,11312,9468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3388,373755,373755,1595511,107,679732187,9780679732180.0,William Faulkner,1936.0,"Absalom, Absalom!","Absalom, Absalom!",eng,3.96,30283,32324,1589,1222,2115,6149,10046,12792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3404,1362,1362,488198,262,140449086,9780140449080.0,"Herodotus, Aubrey de Sélincourt, John M. Marincola",-440.0,Ἰστορίαι,The Histories,eng,3.97,28870,31985,864,879,1766,6820,10568,11952,https://images.gr-assets.com/books/1399225547m/1362.jpg,https://images.gr-assets.com/books/1399225547s/1362.jpg,0
3419,152519,152519,330710,341,486419312,9780486419310.0,Harriet Jacobs,1861.0,Incidents in the Life of a Slave Girl Written by Herself,Incidents in the Life of a Slave Girl,eng,4.08,24744,32172,1685,430,1287,6330,11468,12657,https://images.gr-assets.com/books/1418788224m/152519.jpg,https://images.gr-assets.com/books/1418788224s/152519.jpg,0
3425,16707,16707,2045395,50,3423124172,9783423124170.0,"Michael Chabon, Hans Hermann",1995.0,Wonder Boys,Wonder Boys,ger,3.93,24365,29212,1664,328,1377,6459,12814,8234,https://images.gr-assets.com/books/1380670205m/16707.jpg,https://images.gr-assets.com/books/1380670205s/16707.jpg,0
3426,15739018,15739018,21424080,19,,,Molly McAdams,2012.0,,"Taking Chances (Taking Chances, #1)",eng,3.87,40827,42498,5320,3391,3415,6696,10865,18131,https://images.gr-assets.com/books/1344296221m/15739018.jpg,https://images.gr-assets.com/books/1344296221s/15739018.jpg,0
3434,15835685,15835685,21573427,16,,2940015136290.0,Nicole  Williams,2012.0,Clash,"Clash (Crash, #2)",eng,4.17,40519,42747,1869,519,1537,6882,14945,18864,https://images.gr-assets.com/books/1345393364m/15835685.jpg,https://images.gr-assets.com/books/1345393364s/15835685.jpg,0
3457,203220,203220,2089235,667,879234628,9780879234620.0,"Charles Baudelaire, Richard Howard",1857.0,Les Fleurs du mal,Les Fleurs du Mal,eng,4.26,27124,34683,899,424,1017,4770,11237,17235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3472,284996,284996,886814,41,374515360,9780374515360.0,Flannery O'Connor,1971.0,The Complete Stories,The Complete Stories,eng,4.44,27352,29267,1222,308,568,2593,8231,17567,https://images.gr-assets.com/books/1489956381m/284996.jpg,https://images.gr-assets.com/books/1489956381s/284996.jpg,0
3484,5206937,5206937,6627040,167,1605977276,9781605977270.0,Jonathan Swift,1729.0,A Modest Proposal,A Modest Proposal,,4.05,31485,33704,799,418,1391,6840,12582,12473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3505,38462,38462,814207,60,141186356,9780141186350.0,James     Baldwin,1956.0,Giovanni's Room,Giovanni's Room,eng,4.21,24202,29377,2249,317,902,4250,10600,13308,https://images.gr-assets.com/books/1501485157m/38462.jpg,https://images.gr-assets.com/books/1501485157s/38462.jpg,0
3528,24911006,24911006,44518635,20,385538731,9780385538730.0,Jon Krakauer,2015.0,Missoula: Rape and the Justice System in a College Town,Missoula: Rape and the Justice System in a College Town,eng,4.06,24270,27522,4114,407,824,4719,12286,9286,https://images.gr-assets.com/books/1491227618m/24911006.jpg,https://images.gr-assets.com/books/1491227618s/24911006.jpg,0
3535,53022,53022,629495,52,684807319,9780684807320.0,"W.B. Yeats, Richard J. Finneran",1997.0,The Collected Poems of W.B. Yeats,The Collected Poems of W.B. Yeats,en-US,4.25,28327,29532,336,316,832,4345,9662,14377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
